path,title,nav,type,status,redirect_target,url
/blog/birds-of-a-feather-jasmine-flock-safety,Birds of a Feather: Meet Jasmine Ellis in Atlanta,sitemap-only,post,200,,https://www.flocksafety.com/blog/birds-of-a-feather-jasmine-flock-safety
/blog/blogsuspicious-activity-stopped,How a Nashville Neighborhood Stopped Suspicious Activity,sitemap-only,post,200,,https://www.flocksafety.com/blog/blogsuspicious-activity-stopped
/blog/boston-globe-opinion-editor-on-flocks-value-for-community-safety,Boston Globe Editor on Why Flock's LPR Cameras Matter,sitemap-only,post,200,,https://www.flocksafety.com/blog/boston-globe-opinion-editor-on-flocks-value-for-community-safety
/blog/brandon-simins-joins-flock-safety-as-chief-financial-officer,Brandon Simins Joins Flock Safety as Chief Financial Officer,sitemap-only,post,200,,https://www.flocksafety.com/blog/brandon-simins-joins-flock-safety-as-chief-financial-officer
/blog/building-a-culture-of-empowerment-women-of-flocks-impact-and-vision,Women of Flock: Building Community and Career Growth,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-a-culture-of-empowerment-women-of-flocks-impact-and-vision
/blog/building-a-real-time-crime-center-the-right-way-insights-from-industry-experts,How to Build a Real-Time Crime Center the Right Way,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-a-real-time-crime-center-the-right-way-insights-from-industry-experts
/blog/building-a-safer-stronger-allentown-a-conversation-with-mayor-matt-tuerk,Allentown's Mayor on Cutting Crime to a 35-Year Low,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-a-safer-stronger-allentown-a-conversation-with-mayor-matt-tuerk
/blog/building-on-trust-updates-to-flocks-terms-and-conditions,Building on Trust: Updates to Flock’s Terms and Conditions,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-on-trust-updates-to-flocks-terms-and-conditions
/blog/building-public-trust-through-transparency-how-flock-helps-communities--and-why-youll-want-to-be-part-of-it,How Flock Safety Builds Public Trust Through Transparency,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-public-trust-through-transparency-how-flock-helps-communities--and-why-youll-want-to-be-part-of-it
/blog/building-smarter-not-just-bigger-how-flock-safety-thinks-about-product-integrations-and-the-future-of-ai,"Flock's Chief Strategy Officer on Product, AI, Integrations",sitemap-only,post,200,,https://www.flocksafety.com/blog/building-smarter-not-just-bigger-how-flock-safety-thinks-about-product-integrations-and-the-future-of-ai
/blog/building-stronger-cases-with-layered-security-technology-using-license-plate-reader-cameras,Building Stronger Cases With Layered Security Tech,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-stronger-cases-with-layered-security-technology-using-license-plate-reader-cameras
/blog/building-the-future-inside-flock-safetys-2025-intern-experience,Inside Flock Safety's 2025 Software Intern Experience,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-the-future-inside-flock-safetys-2025-intern-experience
/blog/building-trust-through-tech-and-heart-how-chief-bobby-davis-is-redefining-public-safety-leadership-lsenb,Chief Bobby Davis: Elk Grove PD's Real-Time Policing Model,sitemap-only,post,200,,https://www.flocksafety.com/blog/building-trust-through-tech-and-heart-how-chief-bobby-davis-is-redefining-public-safety-leadership-lsenb
/blog/california-sb34-what-private-organizations-using-alpr-need-to-know,California SB34: What Private Organizations Using ALPR Need to Know,header,post,200,,https://www.flocksafety.com/blog/california-sb34-what-private-organizations-using-alpr-need-to-know
/blog/cameras-installed-around-port-isabel,Port Isabel Installs 5 License Plate Reader Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/cameras-installed-around-port-isabel
/blog/capture-evidence-that-matters-for-solving-crime,Capture the Evidence That Matters for Solving Crime,sitemap-only,post,200,,https://www.flocksafety.com/blog/capture-evidence-that-matters-for-solving-crime
/blog/castle-rock-police-launch-flock-dfr-for-faster-and-safer-response-time,Castle Rock PD Launches Flock Drone First Responder,sitemap-only,post,200,,https://www.flocksafety.com/blog/castle-rock-police-launch-flock-dfr-for-faster-and-safer-response-time
/blog/catalytic-converter-theft,Catalytic Converter Theft Up 8X: How Police Fight Back,sitemap-only,post,200,,https://www.flocksafety.com/blog/catalytic-converter-theft
/blog/catch-crooks,Irondale Police Recover Stolen Vehicle in Under 5 Minutes,sitemap-only,post,200,,https://www.flocksafety.com/blog/catch-crooks
/blog/city-leaders-choose-flock-safety-a-proven-community-focused-public-safety-solution,Why City Leaders Are Choosing Flock Safety's Platform,sitemap-only,post,200,,https://www.flocksafety.com/blog/city-leaders-choose-flock-safety-a-proven-community-focused-public-safety-solution
/blog/city-of-el-cajon-honored-with-golden-watchdog-award-for-public-safety-innovation,El Cajon Wins Golden Watchdog Award for LPR Program,sitemap-only,post,200,,https://www.flocksafety.com/blog/city-of-el-cajon-honored-with-golden-watchdog-award-for-public-safety-innovation
/blog/close-the-campus-police-response-gap-with-drone-as-first-responder,Drone as First Responder: Closing the Campus Police Gap,sitemap-only,post,200,,https://www.flocksafety.com/blog/close-the-campus-police-response-gap-with-drone-as-first-responder
/blog/cobb-based-cids-tactic-catch-criminals-with-tag-scanning-cameras,Marietta CID Deploys Tag-Scanning Cameras to Deter Crime,sitemap-only,post,200,,https://www.flocksafety.com/blog/cobb-based-cids-tactic-catch-criminals-with-tag-scanning-cameras
/blog/cobb-county-communities-invest-in-crime-fighting-camera,Cobb County Neighborhoods Add LPR Cameras to Fight Crime,sitemap-only,post,200,,https://www.flocksafety.com/blog/cobb-county-communities-invest-in-crime-fighting-camera
/blog/collierville-cameras-scanning-license-plates-to-prevent-crime,Collierville Neighborhood Adds License Plate Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/collierville-cameras-scanning-license-plates-to-prevent-crime
/blog/collierville-memphis-neighborhood-crime-streak,How Collierville Stopped a Neighborhood Crime Streak,sitemap-only,post,200,,https://www.flocksafety.com/blog/collierville-memphis-neighborhood-crime-streak
/blog/colorado-hoa-chose-flock-neighborhood-security-cameras,HOA Security: Why Boards Choose License Plate Reader Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/colorado-hoa-chose-flock-neighborhood-security-cameras
/blog/colorado-neighborhoods-using-flock-safety-to-reduce-crime,Colorado Neighborhoods Turn to License Plate Cameras,sitemap-only,post,200,,https://www.flocksafety.com/blog/colorado-neighborhoods-using-flock-safety-to-reduce-crime
/blog/combating-retail-fraud-with-data-driven-security,Retail Fraud Prevention: Data-Driven Security Tactics,sitemap-only,post,200,,https://www.flocksafety.com/blog/combating-retail-fraud-with-data-driven-security
/blog/community-and-technology-unite-to-shape-a-safer-south-downtown-atlanta,South Downtown Atlanta Boosts Safety with New Tech,sitemap-only,post,200,,https://www.flocksafety.com/blog/community-and-technology-unite-to-shape-a-safer-south-downtown-atlanta
/blog/community-camera-for-safe-neighborhoods,Best Tips and Technology to Keep Your Neighborhood Safe,sitemap-only,post,200,,https://www.flocksafety.com/blog/community-camera-for-safe-neighborhoods
/blog/community-manager-security-options,"HOA Security Options Compared: Cost, Ease, Effectiveness",sitemap-only,post,200,,https://www.flocksafety.com/blog/community-manager-security-options
/blog/congratulations-to-the-flock-safety-award-winners-at-iacp-2022,IACP 2022: Flock Honors Lt. Shaw & Constable Agha-Razi,sitemap-only,post,200,,https://www.flocksafety.com/blog/congratulations-to-the-flock-safety-award-winners-at-iacp-2022
/blog/context-on-your-terms-why-public-safety-is-no-longer-one-size-fits-all,One Unified Platform for Real-Time Public Safety Data,sitemap-only,post,200,,https://www.flocksafety.com/blog/context-on-your-terms-why-public-safety-is-no-longer-one-size-fits-all
/blog/convenience-store-shooting-suspects-brought-to-justice-with-help-from-flock-cameras,Convenience Store Shooting Suspects Identified via Camera,sitemap-only,post,200,,https://www.flocksafety.com/blog/convenience-store-shooting-suspects-brought-to-justice-with-help-from-flock-cameras
/blog/coordinated-located-safer-flock-safety-helps-law-enforcement-close-cases-nationwide,"Coordinated, Located, Safer: Flock Helps Close Cases",sitemap-only,post,200,,https://www.flocksafety.com/blog/coordinated-located-safer-flock-safety-helps-law-enforcement-close-cases-nationwide
